Time Script Ran,Game Date,Sport,Team,Bet Amount,Odds of Winning,Best Book,Potential Winnings with Best Book,Expected Value,Winner,Bet Winnings,Row_Key,Minimum Odds to Bet
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Aalesund,100,0.1953,betonlineag,800,75,No Win,-100,12/22/20_Soccer Norwegian Tippeligaen_Aalesund,448
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Aalesund Draw,100,0.2472,unibet,500,48,No Win,-100,12/22/20_Soccer Norwegian Tippeligaen_Aalesund Draw,333
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Stabaek,100,0.3541,williamhill_us,229,16,Stabaek,229,12/22/20_Soccer Norwegian Tippeligaen_Stabaek,202
12/22/20 10:14,12/22/20,Soccer Norwegian Tippeligaen,Sandefjord,100,0.2924,gtbets,534,85,No Win,-100,12/22/20_Soccer Norwegian Tippeligaen_Sandefjord,266
12/22/20 10:30,12/22/20,Soccer Spanish Primera Division,Elche,100,0.3444,sugarhouse,240,17,No Win,-100,12/22/20_Soccer Spanish Primera Division_Elche,211
12/22/20 8:08,12/22/20,CBB,Alcorn St.,100,0.05,fanduel,3000,55,No Win,-100,12/22/20_CBB_Alcorn St.,2040
12/22/20 8:08,12/22/20,CBB,Western Michigan,100,0.35,betmgm,210,8,No Win,-100,12/22/20_CBB_Western Michigan,206
12/22/20 8:08,12/22/20,CBB,Hofstra,100,0.12,fanduel,869,16,Hofstra,869,12/22/20_CBB_Hofstra,792
12/22/20 8:08,12/22/20,CBB,Kennesaw St.,100,0.11,fanduel,980,18,No Win,-100,12/22/20_CBB_Kennesaw St.,873
12/22/20 10:24,12/22/20,Soccer French Ligue 2,Caen,100,0.4439,unibet,150,10,No Win,-100,12/22/20_Soccer French Ligue 2_Caen,141
12/22/20 10:24,12/22/20,Soccer French Ligue 2,Chateauroux,100,0.2073,bovada,475,19,No Win,-100,12/22/20_Soccer French Ligue 2_Chateauroux,416
12/22/20 10:24,12/22/20,Soccer French Ligue 2,Chateauroux Draw,100,0.2972,unibet,275,11,No Win,-100,12/22/20_Soccer French Ligue 2_Chateauroux Draw,260
12/22/20 10:24,12/22/20,Soccer French Ligue 2,Guingamp,100,0.296,bovada,345,31,No Win,-100,12/22/20_Soccer French Ligue 2_Guingamp,261
12/22/20 10:24,12/22/20,Soccer French Ligue 2,Toulouse,100,0.5849,unibet,112,23,Toulouse,112,12/22/20_Soccer French Ligue 2_Toulouse,83
12/22/20 10:24,12/22/20,Soccer French Ligue 2,Amiens,100,0.5525,bovada,125,24,No Win,-100,12/22/20_Soccer French Ligue 2_Amiens,94
12/22/20 10:27,12/22/20,Soccer Italy Serie B,Monza,100,0.7871,sugarhouse,37,8,Monza,37,12/22/20_Soccer Italy Serie B_Monza,36
12/22/20 10:27,12/22/20,Soccer Italy Serie B,Cosenza,100,0.3974,unibet,200,19,No Win,-100,12/22/20_Soccer Italy Serie B_Cosenza,169
12/22/20 10:27,12/22/20,Soccer Italy Serie B,Cittadella,100,0.4793,unibet,129,10,Cittadella,129,12/22/20_Soccer Italy Serie B_Cittadella,123
12/22/20 10:27,12/22/20,Soccer Italy Serie B,Spal,100,0.4397,bovada,185,25,Spal,185,12/22/20_Soccer Italy Serie B_Spal,143
12/22/20 10:29,12/22/20,Soccer Dutch Eredivisie,Emmen,100,0.3065,lowvig,390,50,No Win,-100,12/22/20_Soccer Dutch Eredivisie_Emmen,249
12/22/20 10:29,12/22/20,Soccer Dutch Eredivisie,Emmen Draw,100,0.276,unibet,320,15,No Win,-100,12/22/20_Soccer Dutch Eredivisie_Emmen Draw,288
12/22/20 10:28,12/22/20,Soccer English League One,Doncaster Rovers,100,0.5689,unibet,95,10,No Win,-100,12/22/20_Soccer English League One_Doncaster Rovers,88
12/22/20 10:30,12/22/20,Soccer Spanish Primera Division,Villarreal,100,0.5943,sugarhouse,102,20,No Win,-100,12/22/20_Soccer Spanish Primera Division_Villarreal,80
12/22/20 8:08,12/22/20,CBB,Appalachian St.,100,0.12,fanduel,1100,44,No Win,-100,12/22/20_CBB_Appalachian St.,792
12/22/20 8:08,12/22/20,CBB,Portland,100,0.46,fanduel,150,15,Portland,150,12/22/20_CBB_Portland,133
12/22/20 8:08,12/22/20,CBB,Niagara,100,0.53,fanduel,108,10,Niagara,108,12/22/20_CBB_Niagara,102
12/22/20 8:08,12/22/20,CBB,UMass Lowell,100,0.31,bovada,375,47,No Win,-100,12/22/20_CBB_UMass Lowell,245
12/22/20 8:08,12/22/20,CBB,The Citadel,100,0.73,draftkings,54,12,The Citadel,54,12/22/20_CBB_The Citadel,47
12/22/20 8:08,12/22/20,CBB,UCF,100,0.5,williamhill_us,125,12,UCF,125,12/22/20_CBB_UCF,114
12/22/20 8:08,12/22/20,CBB,Seattle,100,0.14,fanduel,750,19,No Win,-100,12/22/20_CBB_Seattle,664
12/22/20 8:08,12/22/20,CBB,Abilene Christian,100,0.15,fanduel,830,39,No Win,-100,12/22/20_CBB_Abilene Christian,613
12/22/20 8:08,12/22/20,CBB,UNC Asheville,100,0.13,fanduel,810,18,No Win,-100,12/22/20_CBB_UNC Asheville,723
12/22/20 8:08,12/22/20,CBB,North Carolina A&T,100,0.17,bovada,600,19,No Win,-100,12/22/20_CBB_North Carolina A&T,529
12/22/20 8:08,12/22/20,CBB,Montana,100,0.12,fanduel,810,9,No Win,-100,12/22/20_CBB_Montana,792
12/22/20 8:08,12/22/20,CBB,North Dakota,100,0.13,fanduel,1100,56,No Win,-100,12/22/20_CBB_North Dakota,723
12/22/20 8:08,12/22/20,CBB,Florida Gulf Coast,100,0.54,fanduel,100,8,Florida Gulf Coast,100,12/22/20_CBB_Florida Gulf Coast,98
12/22/20 8:08,12/22/20,CBB,High Point,100,0.32,fanduel,245,10,No Win,-100,12/22/20_CBB_High Point,234
12/22/20 8:08,12/22/20,CBB,East Tennessee St.,100,0.1,fanduel,1100,19,No Win,-100,12/22/20_CBB_East Tennessee St.,970
12/22/20 8:58,12/22/20,CBB,Bradley,100,0.16,fanduel,590,10,No Win,-100,12/22/20_CBB_Bradley,569
12/23/20 8:09,12/23/20,CBB,Delaware St.,100,0.06,fanduel,2000,26,No Win,-100,12/23/20_CBB_Delaware St.,1683
12/22/20 14:40,12/23/20,Soccer French Ligue 1,Lorient,100,0.2656,unibet,325,12,No Win,-100,12/23/20_Soccer French Ligue 1_Lorient,303
12/22/20 16:50,12/23/20,Soccer Dutch Eredivisie,Ajax Draw,100,0.1474,unibet,653,11,Ajax Draw,653,12/23/20_Soccer Dutch Eredivisie_Ajax Draw,626
12/22/20 16:50,12/23/20,Soccer Dutch Eredivisie,Willem II,100,0.0852,unibet,1400,27,No Win,-100,12/23/20_Soccer Dutch Eredivisie_Willem II,1156
12/22/20 16:56,12/23/20,Soccer Scottish Premiership,Hamilton Academical,100,0.3359,mybookieag,421,75,No Win,-100,12/23/20_Soccer Scottish Premiership_Hamilton Academical,219
12/23/20 8:36,12/23/20,Soccer French Ligue 1,Nimes,100,0.4041,bookmaker,171,9,No Win,-100,12/23/20_Soccer French Ligue 1_Nimes,165
12/22/20 14:40,12/23/20,Soccer French Ligue 1,Lyon Draw,100,0.1825,gtbets,500,9,No Win,-100,12/23/20_Soccer French Ligue 1_Lyon Draw,486
12/22/20 14:40,12/23/20,Soccer French Ligue 1,Lille,100,0.5478,unibet,120,20,Lille,120,12/23/20_Soccer French Ligue 1_Lille,95
12/22/20 16:50,12/23/20,Soccer Dutch Eredivisie,ADO Den Haag,100,0.3518,unibet,325,49,No Win,-100,12/23/20_Soccer Dutch Eredivisie_ADO Den Haag,204
12/22/20 16:50,12/23/20,Soccer Dutch Eredivisie,ADO Den Haag Draw,100,0.2784,unibet,309,14,No Win,-100,12/23/20_Soccer Dutch Eredivisie_ADO Den Haag Draw,284
12/22/20 16:58,12/23/20,Soccer Swiss Raiffeisen Super League,FC Lugano,100,0.498,betonlineag,160,29,No Win,-100,12/23/20_Soccer Swiss Raiffeisen Super League_FC Lugano,115
12/23/20 8:09,12/23/20,CBB,Northwestern St.,100,0.12,fanduel,1500,92,No Win,-100,12/23/20_CBB_Northwestern St.,792
12/23/20 8:09,12/23/20,CBB,Coppin St.,100,0.2,sugarhouse,650,49,No Win,-100,12/23/20_CBB_Coppin St.,435
12/23/20 8:09,12/23/20,CBB,Northwestern,100,0.26,lowvig,359,19,Northwestern,359,12/23/20_CBB_Northwestern,312
12/23/20 10:54,12/23/20,CBB,NJIT,100,0.59,bovada,100,18,NJIT,100,12/23/20_CBB_NJIT,81
12/22/20 8:50,12/23/20,NBA,CLE,100,0.5752611,fanduel,96,12,CLE,96,12/23/20_NBA_CLE,86
12/22/20 8:50,12/23/20,NBA,ORL,100,0.490723776,fanduel,131,13,ORL,131,12/23/20_NBA_ORL,118
12/22/20 8:50,12/23/20,NBA,BOS,100,0.558929537,fanduel,129,28,BOS,129,12/23/20_NBA_BOS,91
12/22/20 8:50,12/23/20,NBA,MEM,100,0.669277165,fanduel,72,15,No Win,-100,12/23/20_NBA_MEM,60
12/22/20 8:50,12/23/20,NBA,MIN,100,0.77370848,fanduel,53,18,MIN,53,12/23/20_NBA_MIN,38
12/22/20 8:50,12/23/20,NBA,PHO,100,0.635362037,williamhill_us,100,27,PHO,100,12/23/20_NBA_PHO,68
12/23/20 8:16,12/23/20,NBA,PHI,100,0.815854959,fanduel,34,9,PHI,34,12/23/20_NBA_PHI,31
12/23/20 8:16,12/23/20,NBA,TOR,100,0.681008532,sugarhouse,62,11,No Win,-100,12/23/20_NBA_TOR,57
12/23/20 11:01,12/25/20,NBA,NOP,100,0.363595192,williamhill_us,204,10,No Win,-100,12/25/20_NBA_NOP,194
12/23/20 11:01,12/25/20,NBA,BOS,100,0.639910393,fanduel,110,34,No Win,-100,12/25/20_NBA_BOS,67
12/23/20 11:01,12/25/20,NBA,DAL,100,0.316441538,williamhill_us,250,10,No Win,-100,12/25/20_NBA_DAL,238
12/23/20 11:01,12/25/20,NBA,DEN,100,0.623261043,williamhill_us,114,34,No Win,-100,12/25/20_NBA_DEN,72
12/25/20 8:00,12/25/20,NBA,GSW,100,0.194532743,bookmaker,505,17,No Win,-100,12/25/20_NBA_GSW,450
12/25/20 8:00,12/25/20,CBB,Wisconsin,100,0.6,sugarhouse,94,16,Wisconsin,94,12/25/20_CBB_Wisconsin,78
12/25/20 8:00,12/25/20,CBB,Maryland,100,0.37,betmgm,220,18,No Win,-100,12/25/20_CBB_Maryland,189
12/25/20 8:00,12/25/20,CBB,Minnesota,100,0.32,fanduel,285,23,Minnesota,285,12/25/20_CBB_Minnesota,234
12/25/20 8:13,12/26/20,Soccer English League Two,Leyton Orient,100,0.3522,williamhill_us,215,10,No Win,-100,12/26/20_Soccer English League Two_Leyton Orient,204
12/25/20 8:13,12/26/20,Soccer English League Two,Colchester United,100,0.4422,bovada,170,19,No Win,-100,12/26/20_Soccer English League Two_Colchester United,142
12/25/20 8:09,12/26/20,Soccer English League Championship,Wycombe Wanderers,100,0.2874,unibet,350,29,No Win,-100,12/26/20_Soccer English League Championship_Wycombe Wanderers,272
12/25/20 8:09,12/26/20,Soccer English League Championship,Stoke City,100,0.3998,unibet,175,9,No Win,-100,12/26/20_Soccer English League Championship_Stoke City,168
12/25/20 8:09,12/26/20,Soccer Barclays Premier League,Aston Villa,100,0.559,betmgm,95,9,Aston Villa,95,12/26/20_Soccer Barclays Premier League_Aston Villa,91
12/25/20 8:10,12/26/20,Soccer Scottish Premiership,Dundee Utd,100,0.3722,unibet,192,8,No Win,-100,12/26/20_Soccer Scottish Premiership_Dundee Utd,187
12/25/20 8:12,12/26/20,Soccer English League One,Fleetwood Town,100,0.4272,fanduel,229,40,No Win,-100,12/26/20_Soccer English League One_Fleetwood Town,150
12/25/20 8:12,12/26/20,Soccer English League One,Charlton Athletic,100,0.6209,unibet,95,21,No Win,-100,12/26/20_Soccer English League One_Charlton Athletic,72
12/25/20 8:12,12/26/20,Soccer English League One,Burton Albion,100,0.2485,unibet,359,14,No Win,-100,12/26/20_Soccer English League One_Burton Albion,331
12/25/20 8:12,12/26/20,Soccer English League One,Bristol Rovers,100,0.2679,fanduel,350,20,No Win,-100,12/26/20_Soccer English League One_Bristol Rovers,299
12/25/20 8:12,12/26/20,Soccer English League One,Wigan,100,0.3762,bookmaker,213,17,No Win,-100,12/26/20_Soccer English League One_Wigan,184
12/25/20 8:13,12/26/20,Soccer English League Two,Bolton,100,0.2488,bovada,400,24,No Win,-100,12/26/20_Soccer English League Two_Bolton,330
12/25/20 8:13,12/26/20,Soccer English League Two,Crawley Town,100,0.397,bovada,185,13,No Win,-100,12/26/20_Soccer English League Two_Crawley Town,170
12/25/20 8:13,12/26/20,Soccer English League Two,Grimsby Town,100,0.2921,bovada,340,28,No Win,-100,12/26/20_Soccer English League Two_Grimsby Town,266
12/25/20 8:13,12/26/20,Soccer English League Two,Oldham Athletic,100,0.5769,bovada,114,24,No Win,-100,12/26/20_Soccer English League Two_Oldham Athletic,85
12/25/20 8:13,12/26/20,Soccer English League Two,Salford City,100,0.6008,fanduel,135,41,Salford City,135,12/26/20_Soccer English League Two_Salford City,78
12/26/20 8:50,12/26/20,Soccer Scottish Premiership,Celtic Draw,100,0.1133,unibet,1100,35,No Win,-100,12/26/20_Soccer Scottish Premiership_Celtic Draw,844
12/26/20 8:52,12/26/20,Soccer Scottish Premiership,Hamilton Academical,100,0.0703,williamhill_us,2487,81,No Win,-100,12/26/20_Soccer Scottish Premiership_Hamilton Academical,1422
12/25/20 8:09,12/26/20,Soccer Barclays Premier League,Sheffield United,100,0.2909,betmgm,333,25,No Win,-100,12/26/20_Soccer Barclays Premier League_Sheffield United,268
12/25/20 8:13,12/26/20,Soccer Brasileiro Série A,Coritiba,100,0.1269,bookmaker,788,12,No Win,-100,12/26/20_Soccer Brasileiro Série A_Coritiba,743
12/25/20 8:13,12/26/20,Soccer Brasileiro Série A,Fortaleza,100,0.1931,mybookieag,462,8,No Win,-100,12/26/20_Soccer Brasileiro Série A_Fortaleza,454
12/26/20 8:53,12/26/20,Soccer Belgian Jupiler League,KV Kortrijk,100,0.3358,unibet,280,27,KV Kortrijk,280,12/26/20_Soccer Belgian Jupiler League_KV Kortrijk,219
12/26/20 12:02,12/26/20,Soccer Barclays Premier League,Arsenal,100,0.2594,unibet,409,32,Arsenal,409,12/26/20_Soccer Barclays Premier League_Arsenal,312
12/26/20 8:47,12/26/20,CBB,Northwestern,100,0.44,bookmaker,148,9,Northwestern,148,12/26/20_CBB_Northwestern,143
12/26/20 8:47,12/26/20,CBB,Coppin St.,100,0.18,fanduel,750,53,No Win,-100,12/26/20_CBB_Coppin St.,494
12/26/20 8:47,12/26/20,CBB,Indiana,100,0.33,fanduel,295,30,No Win,-100,12/26/20_CBB_Indiana,224
12/26/20 8:47,12/26/20,CBB,Virginia,100,0.31,fanduel,370,45,No Win,-100,12/26/20_CBB_Virginia,245
12/26/20 8:45,12/26/20,NBA,MEM,100,0.660412337,fanduel,83,20,No Win,-100,12/26/20_NBA_MEM,62
12/26/20 8:45,12/26/20,NBA,OKC,100,0.46840766,williamhill_us,140,12,OKC,140,12/26/20_NBA_OKC,128
12/26/20 8:45,12/26/20,NBA,SAC,100,0.456322521,lowvig,145,11,SAC,145,12/26/20_NBA_SAC,134
12/26/20 8:45,12/26/20,NBA,CHI,100,0.4228343,williamhill_us,170,14,No Win,-100,12/26/20_NBA_CHI,153
12/26/20 8:57,12/27/20,Soccer Barclays Premier League,Burnley,100,0.2911,sugarhouse,380,39,No Win,-100,12/27/20_Soccer Barclays Premier League_Burnley,268
12/26/20 23:44,12/27/20,Soccer Turkey Super League,Gazisehir Gaziantep,100,0.3917,williamhill_us,179,9,Gazisehir Gaziantep,179,12/27/20_Soccer Turkey Super League_Gazisehir Gaziantep,173
12/26/20 23:47,12/27/20,CBB,Indiana St.,100,0.42,betmgm,170,13,No Win,-100,12/27/20_CBB_Indiana St.,155
12/27/20 8:53,12/27/20,CBB,NJIT,100,0.2,betrivers,550,29,No Win,-100,12/27/20_CBB_NJIT,435
12/27/20 8:54,12/27/20,CBB,DePaul,100,0.34,lowvig,240,15,No Win,-100,12/27/20_CBB_DePaul,215
12/27/20 10:36,12/27/20,CBB,New Hampshire,100,0.67,lowvig,62,8,New Hampshire,62,12/27/20_CBB_New Hampshire,60
12/27/20 10:36,12/27/20,CBB,Cleveland St.,100,0.59,pointsbetus,95,15,Cleveland St.,95,12/27/20_CBB_Cleveland St.,81
12/27/20 10:36,12/27/20,CBB,Alcorn St.,100,0.05,fanduel,2500,30,No Win,-100,12/27/20_CBB_Alcorn St.,2040
12/27/20 10:36,12/27/20,CBB,UC Irvine,100,0.5,fanduel,125,12,UC Irvine,125,12/27/20_CBB_UC Irvine,114
12/26/20 23:48,12/27/20,NBA,NOP,100,0.757602563,unibet,52,15,NOP,52,12/27/20_NBA_NOP,41
12/26/20 23:48,12/27/20,NBA,CHO,100,0.306800607,williamhill_us,320,28,CHO,320,12/27/20_NBA_CHO,249
12/26/20 23:48,12/27/20,NBA,ORL,100,0.527056059,caesars,104,8,ORL,104,12/27/20_NBA_ORL,103
12/26/20 23:48,12/27/20,NBA,NYK,100,0.199650312,sugarhouse,650,49,NYK,650,12/27/20_NBA_NYK,436
12/26/20 23:48,12/27/20,NBA,MIN,100,0.181282406,williamhill_us,500,8,No Win,-100,12/27/20_NBA_MIN,490
12/27/20 8:59,12/27/20,NBA,CHI,100,0.4584098,lowvig,145,12,No Win,-100,12/27/20_NBA_CHI,133
12/26/20 23:42,12/27/20,Soccer Portuguese Liga,SC Farense,100,0.4224,williamhill_us,179,18,No Win,-100,12/27/20_Soccer Portuguese Liga_SC Farense,153
12/26/20 23:45,12/27/20,Soccer Italy Serie B,Virtus Entella,100,0.393,fanduel,195,15,Virtus Entella,195,12/27/20_Soccer Italy Serie B_Virtus Entella,172
12/26/20 23:45,12/27/20,Soccer Brasileiro Série A,Botafogo,100,0.434,mybookieag,173,18,No Win,-100,12/27/20_Soccer Brasileiro Série A_Botafogo,147
12/27/20 9:01,12/27/20,Soccer Barclays Premier League,West Ham United,100,0.433,unibet,150,8,No Win,-100,12/27/20_Soccer Barclays Premier League_West Ham United,147
12/28/20 9:01,12/28/20,Soccer Barclays Premier League,Leicester City,100,0.4857,unibet,127,10,No Win,-100,12/28/20_Soccer Barclays Premier League_Leicester City,120
12/28/20 8:53,12/28/20,CBB,Binghamton,100,0.11,fanduel,900,9,Binghamton,900,12/28/20_CBB_Binghamton,873
12/28/20 10:59,12/28/20,CBB,UMass Lowell,100,0.44,sugarhouse,154,12,No Win,-100,12/28/20_CBB_UMass Lowell,143
12/28/20 8:53,12/28/20,CBB,NJIT,100,0.19,betrivers,575,28,NJIT,575,12/28/20_CBB_NJIT,463
12/28/20 8:53,12/28/20,CBB,Fresno St.,100,0.3,williamhill_us,309,23,No Win,-100,12/28/20_CBB_Fresno St.,257
12/28/20 8:53,12/28/20,CBB,Minnesota,100,0.54,williamhill_us,140,29,Minnesota,140,12/28/20_CBB_Minnesota,98
12/28/20 8:53,12/28/20,CBB,Colorado,100,0.49,fanduel,129,12,No Win,-100,12/28/20_CBB_Colorado,118
12/28/20 9:53,12/28/20,CBB,UC Irvine,100,0.58,sugarhouse,87,8,UC Irvine,87,12/28/20_CBB_UC Irvine,84
12/28/20 8:56,12/28/20,NBA,MEM,100,0.325999278,betmgm,260,17,MEM,260,12/28/20_NBA_MEM,228
12/28/20 8:56,12/28/20,NBA,OKC,100,0.433800936,williamhill_us,309,77,No Win,-100,12/28/20_NBA_OKC,147
12/28/20 8:56,12/28/20,NBA,HOU,100,0.318662465,caesars,260,14,No Win,-100,12/28/20_NBA_HOU,236
12/28/20 8:56,12/28/20,NBA,POR,100,0.4391799,betmgm,154,11,POR,154,12/28/20_NBA_POR,144
12/28/20 14:44,12/29/20,Soccer Barclays Premier League,Brighton and Hove Albion,100,0.3563,sugarhouse,225,15,No Win,-100,12/29/20_Soccer Barclays Premier League_Brighton and Hove Albion,200
12/28/20 14:44,12/29/20,Soccer Barclays Premier League,West Bromwich Albion,100,0.2998,sugarhouse,285,15,No Win,-100,12/29/20_Soccer Barclays Premier League_West Bromwich Albion,257
12/28/20 14:44,12/29/20,Soccer Barclays Premier League,Burnley,100,0.464,betonlineag,150,16,Burnley,150,12/29/20_Soccer Barclays Premier League_Burnley,131
12/29/20 7:37,12/29/20,Soccer Barclays Premier League,Southampton,100,0.4497,unibet,141,8,No Win,-100,12/29/20_Soccer Barclays Premier League_Southampton,138
12/29/20 7:38,12/29/20,Soccer English League Championship,Huddersfield Town,100,0.3254,betonlineag,235,9,Huddersfield Town,235,12/29/20_Soccer English League Championship_Huddersfield Town,229
12/29/20 7:38,12/29/20,Soccer English League Championship,Rotherham United,100,0.3871,unibet,295,52,No Win,-100,12/29/20_Soccer English League Championship_Rotherham United,176
12/29/20 7:38,12/29/20,Soccer English League Championship,Wycombe Wanderers,100,0.2748,gtbets,321,15,Wycombe Wanderers,321,12/29/20_Soccer English League Championship_Wycombe Wanderers,289
12/29/20 7:38,12/29/20,Soccer English League Championship,Stoke City,100,0.461,lowvig,154,17,No Win,-100,12/29/20_Soccer English League Championship_Stoke City,132
12/29/20 7:40,12/29/20,Soccer English League One,Wigan,100,0.3627,williamhill_us,250,26,Wigan,250,12/29/20_Soccer English League One_Wigan,195
12/29/20 7:40,12/29/20,Soccer English League One,Swindon Town,100,0.3424,fanduel,250,19,No Win,-100,12/29/20_Soccer English League One_Swindon Town,213
12/29/20 7:40,12/29/20,Soccer English League One,Gillingham,100,0.4908,unibet,145,20,No Win,-100,12/29/20_Soccer English League One_Gillingham,118
12/29/20 7:40,12/29/20,Soccer English League One,Oxford United,100,0.4569,fanduel,154,16,Oxford United,154,12/29/20_Soccer English League One_Oxford United,134
12/29/20 7:41,12/29/20,Soccer English League Two,Crawley Town,100,0.2605,bovada,325,10,Crawley Town,325,12/29/20_Soccer English League Two_Crawley Town,311
12/29/20 7:41,12/29/20,Soccer English League Two,Oldham Athletic,100,0.4862,unibet,135,14,No Win,-100,12/29/20_Soccer English League Two_Oldham Athletic,120
12/29/20 7:41,12/29/20,Soccer English League Two,Southend United,100,0.2518,williamhill_us,355,14,No Win,-100,12/29/20_Soccer English League Two_Southend United,325
12/29/20 7:41,12/29/20,Soccer English League Two,Colchester United,100,0.2944,intertops,325,25,No Win,-100,12/29/20_Soccer English League Two_Colchester United,263
12/29/20 7:38,12/29/20,Soccer Spanish Primera Division,Levante,100,0.4502,bovada,145,10,Levante,145,12/29/20_Soccer Spanish Primera Division_Levante,138
12/29/20 7:35,12/29/20,NBA,MIA,100,0.541619834,betonlineag,190,57,No Win,-100,12/29/20_NBA_MIA,98
12/29/20 7:35,12/29/20,NBA,OKC,100,0.467326848,williamhill_us,175,28,No Win,-100,12/29/20_NBA_OKC,129
12/29/20 7:35,12/29/20,NBA,PHO,100,0.679735197,bookmaker,68,14,PHO,68,12/29/20_NBA_PHO,57
12/29/20 7:35,12/29/20,NBA,LAC,100,0.85129393,fanduel,27,8,LAC,27,12/29/20_NBA_LAC,26
12/29/20 7:35,12/29/20,NBA,SAC,100,0.533265444,bookmaker,122,18,SAC,122,12/29/20_NBA_SAC,101
12/29/20 17:20,12/29/20,NBA,CHI,100,0.325624701,fanduel,235,9,CHI,235,12/29/20_NBA_CHI,229
12/29/20 7:33,12/29/20,CBB,Clemson,100,0.61,lowvig,83,11,Clemson,83,12/29/20_CBB_Clemson,75
12/29/20 7:33,12/29/20,CBB,Northwestern,100,0.21,fanduel,530,32,No Win,-100,12/29/20_CBB_Northwestern,410
12/29/20 17:20,12/29/20,CBB,South Florida,100,0.26,betmgm,400,30,No Win,-100,12/29/20_CBB_South Florida,312
12/29/20 17:20,12/29/20,CBB,Tulsa,100,0.26,lowvig,359,19,Tulsa,359,12/29/20_CBB_Tulsa,312
12/30/20 7:50,12/30/20,Soccer Scottish Premiership,Hamilton Academical,100,0.2762,unibet,850,162,No Win,-100,12/30/20_Soccer Scottish Premiership_Hamilton Academical,287
12/30/20 7:50,12/30/20,Soccer Scottish Premiership,Hamilton Academical Draw,100,0.2472,unibet,370,16,Draw,370,12/30/20_Soccer Scottish Premiership_Hamilton Academical Draw,333
12/30/20 7:54,12/30/20,Soccer Italy Serie B,Cittadella,100,0.4188,bovada,195,23,No Win,-100,12/30/20_Soccer Italy Serie B_Cittadella,155
12/30/20 7:47,12/30/20,Soccer Spanish Primera Division,Atletico Madrid,100,0.6903,betonlineag,63,13,Atletico Madrid,63,12/30/20_Soccer Spanish Primera Division_Atletico Madrid,55
12/29/20 17:19,12/30/20,Soccer Barclays Premier League,Newcastle,100,0.1267,bovada,950,33,No Win,-100,12/30/20_Soccer Barclays Premier League_Newcastle,745
12/29/20 17:22,12/30/20,Soccer Barclays Premier League,Liverpool Draw,100,0.1859,sugarhouse,509,13,Draw,509,12/30/20_Soccer Barclays Premier League_Liverpool Draw,476
12/29/20 18:02,12/30/20,Soccer Spanish Primera Division,Elche,100,0.1213,betonlineag,1100,45,No Win,-100,12/30/20_Soccer Spanish Primera Division_Elche,782
12/29/20 18:02,12/30/20,Soccer Spanish Primera Division,Elche Draw,100,0.1962,unibet,509,19,Draw,509,12/30/20_Soccer Spanish Primera Division_Elche Draw,445
12/30/20 7:40,12/30/20,CBB,Campbell,100,0.1,betmgm,1150,24,No Win,-100,12/30/20_CBB_Campbell,970
12/30/20 7:40,12/30/20,CBB,Fresno St.,100,0.24,betmgm,500,44,No Win,-100,12/30/20_CBB_Fresno St.,346
12/30/20 13:34,12/30/20,CBB,Notre Dame,100,0.34,fanduel,240,15,No Win,-100,12/30/20_CBB_Notre Dame,215
12/30/20 7:38,12/30/20,NBA,ATL,100,0.382931261,betmgm,260,37,No Win,-100,12/30/20_NBA_ATL,179
12/30/20 7:38,12/30/20,NBA,MEM,100,0.306806647,fanduel,330,31,No Win,-100,12/30/20_NBA_MEM,249
12/30/20 7:38,12/30/20,NBA,MIA,100,0.487041064,fanduel,215,53,MIA,215,12/30/20_NBA_MIA,120
12/30/20 7:38,12/30/20,NBA,SAS,100,0.409782802,pointsbetus,220,31,No Win,-100,12/30/20_NBA_SAS,161
12/30/20 7:40,12/30/20,CBB,Auburn,100,0.44,bovada,154,12,No Win,-100,12/30/20_CBB_Auburn,143
12/30/20 7:40,12/30/20,CBB,Eastern Illinois,100,0.44,bovada,150,9,No Win,-100,12/30/20_CBB_Eastern Illinois,143
12/30/20 7:40,12/30/20,CBB,Tennessee St.,100,0.34,bovada,220,8,No Win,-100,12/30/20_CBB_Tennessee St.,215
12/30/20 7:40,12/30/20,CBB,Missouri,100,0.43,williamhill_us,160,11,No Win,-100,12/30/20_CBB_Missouri,149
12/30/20 7:40,12/30/20,CBB,Portland,100,0.45,betmgm,154,14,No Win,-100,12/30/20_CBB_Portland,138
12/30/20 7:40,12/30/20,CBB,Sacramento St.,100,0.13,draftkings,800,17,No Win,-100,12/30/20_CBB_Sacramento St.,723
12/30/20 13:34,12/30/20,CBB,Tennessee Tech,100,0.56,draftkings,104,14,Tennessee Tech,104,12/30/20_CBB_Tennessee Tech,91
12/30/20 21:39,12/31/20,NBA,HOU,100,0.728772814,lowvig,58,15,HOU,58,12/31/20_NBA_HOU,47
12/30/20 21:39,12/31/20,NBA,OKC,100,0.464687884,gtbets,179,30,No Win,-100,12/31/20_NBA_OKC,130
12/31/20 7:07,12/31/20,NBA,ORL,100,0.487671152,williamhill_us,129,12,No Win,-100,12/31/20_NBA_ORL,119
12/31/20 14:11,12/31/20,NBA,CHI,100,0.332569332,williamhill_us,229,9,CHI,229,12/31/20_NBA_CHI,222
